ID,NUMERO VICTIMAS,FECHA,DIA DE LA SEMANA,HORA,FRANJA HORARIA,TIPO DE CALLE,DIRECCION,TIPO DE ZONA,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,AÑO,MES,DÍA
2016-0001,1,2016-01-01,Friday,04:00:00,4,AVENIDA,"PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",ESQUINA,8,MOTO-AUTO,MOTO,AUTO,2016,1,1
2016-0002,1,2016-01-02,Saturday,01:15:00,1,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",AUTOPISTA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,2016,1,2
2016-0003,1,2016-01-03,Sunday,07:00:00,7,AVENIDA,ENTRE RIOS AV. 2034,CUADRA,1,MOTO-AUTO,MOTO,AUTO,2016,1,3
2016-0004,1,2016-01-10,Sunday,00:00:00,0,AVENIDA,"LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",ESQUINA,8,MOTO-SD,MOTO,,2016,1,10
2016-0005,1,2016-01-21,Thursday,05:20:00,5,AVENIDA,"SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",ESQUINA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,1,21
2016-0008,1,2016-01-24,Sunday,18:30:00,18,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,ESQUINA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,1,24
2016-0009,1,2016-01-24,Sunday,19:10:00,19,CALLE,"NOGOYA y GONZALEZ, JOAQUIN V.",ESQUINA,11,MOTO-AUTO,MOTO,AUTO,2016,1,24
2016-0010,1,2016-01-29,Friday,15:20:00,15,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,2016,1,29
2016-0012,1,2016-02-08,Monday,01:20:00,1,AVENIDA,"BELGRANO AV. e IRIGOYEN, BERNARDO DE",ESQUINA,1,MOTO-CARGAS,MOTO,CARGAS,2016,2,8
2016-0013,1,2016-02-10,Wednesday,11:30:00,11,AVENIDA,ENTRE RIOS AV. 1366,CUADRA,1,PEATON-AUTO,PEATON,AUTO,2016,2,10
2016-0015,1,2016-02-14,Sunday,05:14:00,5,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y VERA",ESQUINA,15,PEATON-AUTO,PEATON,AUTO,2016,2,14
2016-0016,1,2016-02-14,Sunday,22:00:00,22,AVENIDA,"REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",ESQUINA,4,MOTO-AUTO,MOTO,AUTO,2016,2,14
2016-0017,1,2016-02-15,Monday,16:54:00,16,AVENIDA,"ACOSTA, MARIANO y JANER, ANA MARIA",ESQUINA,8,PEATON-MOTO,PEATON,MOTO,2016,2,15
2016-0019,1,2016-02-17,Wednesday,09:30:00,9,CALLE,"DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",ESQUINA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,2,17
2016-0020,1,2016-02-17,Wednesday,16:00:00,16,CALLE,SUIPACHA 156,CUADRA,1,PEATON-AUTO,PEATON,AUTO,2016,2,17
2016-0021,1,2016-02-17,Wednesday,23:35:00,23,AVENIDA,DIRECTORIO AV. y CURAPALIGUE,ESQUINA,7,AUTO-AUTO,AUTO,AUTO,2016,2,17
2016-0022,1,2016-02-21,Sunday,06:00:00,6,AVENIDA,"9 DE JULIO AV. y ALSINA, ADOLFO",ESQUINA,1,MOTO-AUTO,MOTO,AUTO,2016,2,21
2016-0025,1,2016-02-28,Sunday,04:50:00,4,GRAL PAZ,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,2016,2,28
2016-0026,1,2016-02-28,Sunday,07:30:00,7,CALLE,HOLMBERG y VEDIA,ESQUINA,12,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2016,2,28
2016-0027,1,2016-02-28,Sunday,09:35:00,9,AVENIDA,"CURAPALIGUE AV. y DIAZ, AVELINO",ESQUINA,7,AUTO-AUTO,AUTO,AUTO,2016,2,28
2016-0028,1,2016-03-02,Wednesday,10:00:00,10,AVENIDA,VIAMONTE y 9 DE JULIO AV.,ESQUINA,1,PEATON-CARGAS,PEATON,CARGAS,2016,3,2
2016-0029,1,2016-03-04,Friday,17:30:00,17,AVENIDA,CABILDO AV. y DEHEZA,ESQUINA,12,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,3,4
2016-0031,1,2016-03-08,Tuesday,12:30:00,12,GRAL PAZ,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",AUTOPISTA,8,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,3,8
2016-0034,1,2016-03-12,Saturday,12:30:00,12,AVENIDA,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",ESQUINA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,3,12
2016-0035,1,2016-03-13,Sunday,06:00:00,6,AVENIDA,CORRIENTES AV. y CALLAO AV.,ESQUINA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,3,13
2016-0036,1,2016-03-14,Monday,00:15:00,0,CALLE,"HERRERA y VALLE, ARISTOBULO DEL",ESQUINA,4,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,3,14
2016-0037,1,2016-03-19,Saturday,11:00:00,11,AVENIDA,LAFUENTE AV. y QUIRNO,ESQUINA,7,MOTO-MOTO,MOTO,MOTO,2016,3,19
2016-0038,1,2016-03-21,Monday,08:06:00,8,GRAL PAZ,"PAZ, GRAL. AV. y ZUVIRIA",AUTOPISTA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,3,21
2016-0039,1,2016-03-23,Wednesday,01:50:00,1,AVENIDA,"MITRE, BARTOLOME y PUEYRREDON AV.",ESQUINA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,3,23
2016-0041,2,2016-03-29,Tuesday,11:00:00,11,AVENIDA,DIRECTORIO AV. y RIVERA INDARTE AV.,ESQUINA,7,MOTO-CARGAS,MOTO,CARGAS,2016,3,29
2016-0043,1,2016-03-30,Wednesday,18:15:00,18,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL. y MURGUIONDO",ESQUINA,8,PEATON-CARGAS,PEATON,CARGAS,2016,3,30
2016-0044,1,2016-03-31,Thursday,19:40:00,19,AVENIDA,"MORENO, JOSE MARIA AV. y BALBASTRO",ESQUINA,7,MULTIPLE,MOTO,MULTIPLE,2016,3,31
2016-0045,1,2016-04-11,Monday,10:25:00,10,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",AUTOPISTA,13,MOTO-SD,MOTO,,2016,4,11
2016-0047,1,2016-04-15,Friday,05:30:00,5,CALLE,LIMA 1483,CUADRA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,4,15
2016-0048,1,2016-04-15,Friday,17:40:00,17,AVENIDA,CORRIENTES AV. y DORREGO AV.,ESQUINA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,4,15
2016-0049,1,2016-04-17,Sunday,00:00:00,0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,4,SD-SD,,,2016,4,17
2016-0050,1,2016-04-19,Tuesday,09:50:00,9,AVENIDA,"GORDILLO, TIMOTEO y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",ESQUINA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,4,19
2016-0051,1,2016-04-20,Wednesday,04:00:00,4,AVENIDA,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",ESQUINA,4,MOTO-CARGAS,MOTO,CARGAS,2016,4,20
2016-0052,1,2016-04-20,Wednesday,20:00:00,20,AUTOPISTA,AUTOPISTA LUGONES PK 10000,AUTOPISTA,13,MOTO-SD,MOTO,,2016,4,20
2016-0053,1,2016-04-22,Friday,09:30:00,9,AVENIDA,TRIUNVIRATO AV. y OLAZABAL AV.,ESQUINA,12,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,4,22
2016-0054,1,2016-04-23,Saturday,21:00:00,21,AUTOPISTA,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y PAZ, GRAL. AV.",AUTOPISTA,8,MOTO-MOTO,MOTO,MOTO,2016,4,23
2016-0055,1,2016-04-25,Monday,20:30:00,20,AVENIDA,"CASTILLA, RAMON, MARISCAL y FIGUEROA ALCORTA, PRES. AV.",ESQUINA,14,PEATON-CARGAS,PEATON,CARGAS,2016,4,25
2016-0056,1,2016-04-26,Tuesday,04:45:00,4,AVENIDA,"CAMPOS, LUIS M. AV. 30",CUADRA,14,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,4,26
2016-0058,1,2016-05-04,Wednesday,14:00:00,14,CALLE,LIMA 1471,CUADRA,1,PEATON-MOTO,PEATON,MOTO,2016,5,4
2016-0059,1,2016-05-08,Sunday,16:30:00,16,CALLE,CIUDADELA y LIMA,ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,5,8
2016-0064,1,2016-05-14,Saturday,18:11:00,18,AVENIDA,"JUSTO, JUAN B. AV. y CARRASCO AV.",ESQUINA,10,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,5,14
2016-0065,1,2016-05-20,Friday,14:40:00,14,AVENIDA,GAONA AV. y ESPINOSA,ESQUINA,6,PEATON-AUTO,PEATON,AUTO,2016,5,20
2016-0067,1,2016-05-21,Saturday,17:00:00,17,AVENIDA,"DE LA TORRE, LISANDRO y SARAZA",ESQUINA,8,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,5,21
2016-0068,1,2016-05-22,Sunday,22:00:00,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.",ESQUINA,2,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,5,22
2016-0069,1,2016-05-23,Monday,03:30:00,3,AVENIDA,ENTRE RIOS AV. y FILIBERTO,ESQUINA,3,AUTO-CARGAS,AUTO,CARGAS,2016,5,23
2016-0073,1,2016-06-11,Saturday,15:00:00,15,CALLE,"MAGARIÃ‘OS CERVANTES, A. 3900",CUADRA,10,MOTO-CARGAS,MOTO,CARGAS,2016,6,11
2016-0074,1,2016-06-12,Sunday,06:40:00,6,GRAL PAZ,"PAZ, GRAL. AV. y SCAPINO, RODOLFO",AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,2016,6,12
2016-0075,1,2016-06-12,Sunday,23:13:00,23,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MIRALLA,AUTOPISTA,8,PEATON-AUTO,PEATON,AUTO,2016,6,12
2016-0076,1,2016-06-13,Monday,16:20:00,16,AVENIDA,SAN MARTIN AV. y CAMARONES,ESQUINA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,6,13
2016-0077,1,2016-06-13,Monday,21:52:00,21,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.",ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,6,13
2016-0078,1,2016-06-13,Monday,23:01:00,23,AVENIDA,BELGRANO AV. y JUJUY AV.,ESQUINA,3,MOTO-MOTO,MOTO,MOTO,2016,6,13
2016-0079,1,2016-06-16,Thursday,17:13:00,17,AVENIDA,"DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.",ESQUINA,13,AUTO-AUTO,AUTO,AUTO,2016,6,16
2016-0080,1,2016-06-18,Saturday,06:42:00,6,GRAL PAZ,"PAZ, GRAL. AV. y RIVADAVIA AV.",AUTOPISTA,9,AUTO-SD,AUTO,,2016,6,18
2016-0081,1,2016-06-22,Wednesday,07:42:00,7,AVENIDA,"LARRALDE, CRISOLOGO AV. y MACHAIN",ESQUINA,12,MOTO-AUTO,MOTO,AUTO,2016,6,22
2016-0082,1,2016-06-27,Monday,18:24:00,18,AVENIDA,LA PLATA AV. 2384,CUADRA,4,PEATON-AUTO,PEATON,AUTO,2016,6,27
2016-0083,1,2016-06-28,Tuesday,20:46:00,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y PUAN",ESQUINA,6,PEATON-MOTO,PEATON,MOTO,2016,6,28
2016-0084,1,2016-06-29,Wednesday,22:00:00,22,CALLE,"PELLEGRINI, CARLOS y TUCUMAN",ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,6,29
2016-0085,1,2016-06-29,Wednesday,22:00:00,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",ESQUINA,4,MOTO-MOVIL,MOTO,OTRO,2016,6,29
2016-0086,1,2016-06-30,Thursday,16:10:00,16,AVENIDA,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",ESQUINA,10,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,6,30
2016-0087,1,2016-07-02,Saturday,00:10:00,0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,AUTOPISTA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,7,2
2016-0088,1,2016-07-11,Monday,15:30:00,15,CALLE,CERETTI y NUÃ‘EZ,ESQUINA,12,PEATON-AUTO,PEATON,AUTO,2016,7,11
2016-0089,1,2016-07-14,Thursday,06:40:00,6,AUTOPISTA,"LUGONES, LEOPOLDO AV. y LA PAMPA",AUTOPISTA,13,PEATON-AUTO,PEATON,AUTO,2016,7,14
2016-0090,1,2016-07-14,Thursday,22:00:00,22,AVENIDA,"SALGUERO, JERONIMO y RIVADAVIA AV.",ESQUINA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,7,14
2016-0092,1,2016-07-15,Friday,11:00:00,11,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",AUTOPISTA,13,MOTO-CARGAS,MOTO,CARGAS,2016,7,15
2016-0093,1,2016-07-17,Sunday,03:30:00,3,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",ESQUINA,6,AUTO-AUTO,AUTO,AUTO,2016,7,17
2016-0095,1,2016-07-23,Saturday,06:12:00,6,AVENIDA,MERCEDES y MOSCONI GENERAL AV.,ESQUINA,11,MOTO-AUTO,MOTO,AUTO,2016,7,23
2016-0096,1,2016-07-25,Monday,07:00:00,7,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,2016,7,25
2016-0097,1,2016-07-26,Tuesday,18:45:00,18,CALLE,SOLIS y MEXICO,ESQUINA,1,PEATON-AUTO,PEATON,AUTO,2016,7,26
2016-0098,1,2016-07-27,Wednesday,16:08:00,16,AVENIDA,SAN JUAN AV. y ALBERTI,ESQUINA,3,MOTO-CARGAS,MOTO,CARGAS,2016,7,27
2016-0099,1,2016-07-29,Friday,16:00:00,16,GRAL PAZ,"MOSCONI GENERAL AV. y PAZ, GRAL. AV.",AUTOPISTA,11,CARGAS-CARGAS,CARGAS,CARGAS,2016,7,29
2016-0100,1,2016-08-03,Wednesday,23:27:00,23,GRAL PAZ,"PAZ, GRAL. AV. y DONADO",AUTOPISTA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,8,3
2016-0101,1,2016-08-07,Sunday,19:42:00,19,GRAL PAZ,"PAZ, GRAL. AV. y CHAVEZ, JORGE",AUTOPISTA,9,SD-SD,,,2016,8,7
2016-0102,1,2016-08-10,Wednesday,23:37:00,23,AVENIDA,"PERON, EVA AV. y SUAREZ, JOSE LEON",ESQUINA,9,MOTO-CARGAS,MOTO,CARGAS,2016,8,10
2016-0104,1,2016-08-14,Sunday,21:15:00,21,AVENIDA,ZINNY y SANTIAGO DE COMPOSTELA AV.,ESQUINA,9,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,8,14
2016-0105,1,2016-08-17,Wednesday,00:05:00,0,AVENIDA,"LACROZE, FEDERICO AV. y FRAGA",ESQUINA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,8,17
2016-0106,1,2016-08-19,Friday,21:02:00,21,AVENIDA,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",ESQUINA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,8,19
2016-0107,1,2016-08-20,Saturday,08:22:00,8,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,AUTOPISTA,4,MOTO-AUTO,MOTO,AUTO,2016,8,20
2016-0109,1,2016-08-24,Wednesday,05:45:00,5,AUTOPISTA,AUTOPISTA PERITO MORENO y BARRAGAN,AUTOPISTA,9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2016,8,24
2016-0110,1,2016-08-24,Wednesday,20:21:00,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",ESQUINA,9,PEATON-SD,PEATON,,2016,8,24
2016-0111,1,2016-08-25,Thursday,09:30:00,9,AUTOPISTA,LUGONES y LA PAMPA,AUTOPISTA,15,MOTO-CARGAS,MOTO,CARGAS,2016,8,25
2016-0112,1,2016-08-27,Saturday,04:40:00,4,AUTOPISTA,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,8,27
2016-0113,1,2016-08-27,Saturday,16:45:00,16,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",ESQUINA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,8,27
2016-0114,1,2016-08-31,Wednesday,11:20:00,11,CALLE,"SALGUERO, JERONIMO 1410",CUADRA,14,BICICLETA-CARGAS,BICICLETA,CARGAS,2016,8,31
2016-0115,1,2016-09-02,Friday,11:50:00,11,CALLE,ARIAS y TRONADOR,ESQUINA,12,SD-CARGAS,,CARGAS,2016,9,2
2016-0116,1,2016-09-02,Friday,20:20:00,20,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,ESQUINA,8,MOTO-AUTO,MOTO,AUTO,2016,9,2
2016-0117,1,2016-09-03,Saturday,15:30:00,15,AVENIDA,DEL LIBERTADOR AV. y TAGLE,ESQUINA,14,AUTO-AUTO,AUTO,AUTO,2016,9,3
2016-0118,1,2016-09-04,Sunday,03:30:00,3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,AUTOPISTA,1,AUTO-AUTO,AUTO,AUTO,2016,9,4
2016-0119,1,2016-09-04,Sunday,06:40:00,6,AVENIDA,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",ESQUINA,12,SD-SD,,,2016,9,4
2016-0122,1,2016-09-13,Tuesday,07:10:00,7,AVENIDA,"PERON, EVA AV. 4233",CUADRA,9,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2016,9,13
2016-0123,1,2016-09-14,Wednesday,09:00:00,9,AVENIDA,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",ESQUINA,7,MOTO-AUTO,MOTO,AUTO,2016,9,14
2016-0124,1,2016-09-16,Friday,15:24:00,15,AVENIDA,RIVADAVIA AV. y RIVERA INDARTE AV.,ESQUINA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,9,16
2016-0125,1,2016-09-17,Saturday,12:14:00,12,AUTOPISTA,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",AUTOPISTA,10,MOTO-MOTO,MOTO,MOTO,2016,9,17
2016-0126,2,2016-09-18,Sunday,22:45:00,22,CALLE,IRIGOYEN y TINOGASTA,ESQUINA,10,AUTO-CARGAS,AUTO,CARGAS,2016,9,18
2016-0127,1,2016-09-24,Saturday,10:25:00,10,AVENIDA,"ACOSTA, MARIANO y ROCA, CNEL. AV.",ESQUINA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,9,24
2016-0128,1,2016-10-02,Sunday,11:30:00,11,AVENIDA,CASTRO y PAVON AV.,ESQUINA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,2016,10,2
2016-0130,1,2016-10-04,Tuesday,12:30:00,12,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,AUTOPISTA,1,MOTO-CARGAS,MOTO,CARGAS,2016,10,4
2016-0131,1,2016-10-09,Sunday,19:13:00,19,CALLE,MIRAVE 3500,CUADRA,4,PEATON-AUTO,PEATON,AUTO,2016,10,9
2016-0132,1,2016-10-10,Monday,02:30:00,2,AVENIDA,SAN JUAN AV. y 24 DE NOVIEMBRE,ESQUINA,3,AUTO-PASAJEROS,AUTO,PASAJEROS,2016,10,10
2016-0133,1,2016-10-14,Friday,00:05:00,0,AVENIDA,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,ESQUINA,14,MOTO-AUTO,MOTO,AUTO,2016,10,14
2016-0134,1,2016-10-23,Sunday,05:00:00,5,AVENIDA,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,ESQUINA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2016,10,23
2016-0135,1,2016-10-24,Monday,05:00:00,5,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",ESQUINA,14,PEATON-SD,PEATON,,2016,10,24
2016-0136,1,2016-10-25,Tuesday,00:00:00,0,AUTOPISTA,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,4,MOTO-CARGAS,MOTO,CARGAS,2016,10,25
2016-0137,1,2016-10-25,Tuesday,00:39:00,0,AVENIDA,SAN MARTIN AV. y LADINES,ESQUINA,11,MOTO-MOTO,MOTO,MOTO,2016,10,25
2016-0138,1,2016-10-27,Thursday,20:30:00,20,AVENIDA,CABILDO AV. y BLANCO ENCALADA,ESQUINA,13,BICICLETA-CARGAS,BICICLETA,CARGAS,2016,10,27
2016-0139,1,2016-10-28,Friday,23:00:00,23,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",ESQUINA,14,MOTO-MOTO,MOTO,MOTO,2016,10,28
2016-0140,1,2016-10-31,Monday,02:58:00,2,AVENIDA,JURAMENTO AV. y VUELTA DE OBLIGADO,ESQUINA,13,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,2016,10,31
2016-0142,1,2016-11-05,Saturday,23:30:00,23,AVENIDA,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",ESQUINA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,2016,11,5
